#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000397961	chr21	+	45719933	45747259	45719988	45724201	25	45719933,45724157,45725139,45725682,45726563,45730888,45731987,45732860,45733520,45733795,45736126,45736314,45738352,45739233,45739966,45741611,45742015,45742844,45743648,45744373,45744738,45745035,45745843,45746041,45746597,	45720073,45724338,45725300,45725818,45726637,45730966,45732177,45733026,45733565,45733904,45736222,45736407,45738478,45739298,45740030,45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747259,	PFKL
ENST00000349048	chr21	+	45719933	45747259	45719988	45746745	22	45719933,45726563,45730888,45731987,45732860,45733520,45733795,45736126,45736314,45738352,45739233,45739966,45741611,45742015,45742844,45743648,45744373,45744738,45745035,45745843,45746041,45746597,	45720073,45726637,45730966,45732177,45733026,45733565,45733904,45736222,45736407,45738478,45739298,45740030,45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747259,	PFKL
ENST00000466134	chr21	+	45719978	45747259	45747259	45747259	20	45719978,45726563,45730888,45731987,45732860,45733520,45733795,45736314,45738352,45739233,45741611,45742015,45742844,45743648,45744373,45744738,45745035,45745614,45746041,45746597,	45720073,45726637,45730966,45732177,45733026,45733565,45736222,45736407,45738478,45740030,45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747259,	PFKL
ENST00000403390	chr21	+	45725210	45747253	45725210	45746745	23	45725210,45725682,45726563,45730888,45731987,45732860,45733520,45733795,45736126,45736314,45738352,45739233,45739966,45741611,45742015,45742844,45743648,45744373,45744738,45745035,45745843,45746041,45746597,	45725300,45725818,45726637,45730966,45732177,45733026,45733565,45733904,45736222,45736407,45738478,45739298,45740030,45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747253,	PFKL
ENST00000474114	chr21	+	45735409	45747259	45747259	45747259	11	45735409,45736314,45738352,45739233,45742015,45742844,45743648,45744373,45744738,45746041,45746597,	45736222,45736407,45738478,45741758,45742086,45742932,45743801,45744538,45745943,45746147,45747259,	PFKL
ENST00000498841	chr21	+	45739505	45747259	45747259	45747259	9	45739505,45741611,45742015,45742844,45743648,45744373,45744738,45746041,45746597,	45740030,45741758,45742086,45742932,45743801,45744538,45745943,45746147,45747259,	PFKL
ENST00000460020	chr21	+	45739723	45744426	45744426	45744426	6	45739723,45741611,45742015,45742844,45743648,45744302,	45740030,45741758,45742086,45742932,45743801,45744426,	PFKL
ENST00000467315	chr21	+	45739749	45747259	45747259	45747259	11	45739749,45741611,45742015,45742844,45743648,45744373,45744738,45745035,45745843,45746041,45746597,	45740030,45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747259,	PFKL
ENST00000460521	chr21	+	45740459	45747259	45747259	45747259	10	45740459,45742015,45742844,45743648,45744373,45744738,45745035,45745843,45746041,45746597,	45741758,45742086,45742932,45743801,45744538,45744800,45745147,45745943,45746147,45747259,	PFKL
ENST00000495274	chr21	+	45742844	45745518	45745518	45745518	5	45742844,45743648,45744373,45744738,45745035,	45742932,45743801,45744538,45744800,45745518,	PFKL
ENST00000323084	chr21	-	45917774	46131495	45919665	46131429	12	45917774,45924662,45929081,45941765,45945535,45947174,45948334,45949680,45950925,45953567,45987668,46131347,	45919819,45924764,45929269,45941995,45945722,45947401,45948466,45949837,45951016,45953806,45987889,46131495,	TSPEAR
ENST00000462214	chr21	+	46493767	46557241	46557241	46557241	4	46493767,46548316,46554629,46556995,	46493818,46548488,46554747,46557241,	ADARB1
ENST00000460734	chr21	+	46494483	46566210	46566210	46566210	10	46494483,46536847,46538478,46540708,46548316,46552129,46553473,46554629,46564545,46565078,	46494708,46536953,46538534,46540874,46548488,46552221,46553597,46554747,46564877,46566210,	ADARB1
ENST00000539173	chr21	+	46494492	46646478	46591571	46642112	12	46494492,46548316,46591524,46595644,46600244,46602499,46603276,46604388,46604837,46624469,46640750,46641932,	46494708,46548488,46591599,46596579,46600359,46602668,46603425,46604508,46605006,46624651,46640929,46646478,	ADARB1
ENST00000437626	chr21	+	46494514	46646474	46591571	46600255	11	46494514,46548316,46591524,46600244,46602499,46603276,46604837,46624469,46640750,46641932,46645461,	46494708,46548488,46591599,46600359,46602668,46603425,46605006,46624651,46640929,46643492,46646474,	ADARB1
ENST00000348831	chr21	+	46494514	46646475	46591571	46642112	11	46494514,46548316,46591524,46595644,46600244,46602499,46603276,46604837,46624469,46640750,46641932,	46494708,46548488,46591599,46596579,46600359,46602668,46603425,46605006,46624651,46640929,46646475,	ADARB1
ENST00000389863	chr21	+	46494514	46646475	46591571	46645470	13	46494514,46548316,46591524,46595644,46600244,46602499,46603276,46604388,46604837,46624469,46640750,46641932,46645461,	46494708,46548488,46591599,46596579,46600359,46602668,46603425,46604508,46605006,46624651,46640929,46642022,46646475,	ADARB1
ENST00000496664	chr21	+	46494514	46646475	46591571	46642112	13	46494514,46548316,46591524,46595644,46600244,46602499,46603276,46604388,46604837,46624469,46640750,46641932,46645461,	46494708,46548488,46591599,46596579,46600359,46602668,46603425,46604508,46605006,46624651,46640929,46643492,46646475,	ADARB1
ENST00000492414	chr21	+	46494514	46646475	46591571	46642112	12	46494514,46548316,46591524,46595644,46600244,46602499,46603276,46604837,46624469,46640750,46641932,46645461,	46494708,46548488,46591599,46596579,46600359,46602668,46603425,46605006,46624651,46640929,46643492,46646475,	ADARB1
ENST00000389861	chr21	+	46494514	46646475	46554710	46642112	13	46494514,46548316,46554629,46591524,46595644,46600244,46602499,46603276,46604837,46624469,46640750,46641932,46645461,	46494708,46548488,46554747,46591599,46596579,46600359,46602668,46603425,46605006,46624651,46640929,46643492,46646475,	ADARB1
ENST00000596207	chr21	-	46520727	46534873	46520727	46534873	4	46520727,46525753,46528689,46534726,	46521105,46525899,46528753,46534873,	PRED58
ENST00000584169	chr21	+	46654254	46677182	46677182	46677182	3	46654254,46663446,46676825,	46654391,46663541,46677182,	LINC00334
ENST00000328344	chr21	+	46654266	46678645	46678645	46678645	3	46654266,46663446,46678365,	46654421,46663541,46678645,	LINC00334
ENST00000400337	chr21	+	46825051	46933634	46825145	46932312	42	46825051,46825293,46888155,46893808,46895389,46896264,46897324,46897663,46898240,46899815,46899983,46900380,46900613,46901876,46902708,46906774,46907360,46908331,46909399,46910188,46910749,46911138,46912448,46912600,46913076,46913414,46914458,46914775,46915271,46916413,46916963,46917512,46923924,46924329,46925047,46925271,46925751,46927474,46929269,46929977,46931024,46932101,	46825156,46825388,46888700,46893895,46895449,46896394,46897401,46897879,46898267,46899878,46900070,46900434,46900772,46901939,46902735,46906906,46907423,46908358,46909435,46910260,46910785,46911228,46912478,46912627,46913139,46913489,46914485,46914829,46915346,46916482,46917006,46917575,46923968,46924470,46925192,46925345,46925880,46927507,46929515,46930175,46931140,46933634,	COL18A1
ENST00000355480	chr21	+	46875402	46933634	46875444	46932312	41	46875402,46888155,46893808,46895389,46896264,46897324,46897663,46898240,46899815,46899983,46900380,46900613,46901876,46902708,46906774,46907360,46908331,46909399,46910188,46910749,46911138,46912448,46912600,46913076,46913414,46914458,46914775,46915271,46916413,46916963,46917512,46923924,46924329,46925047,46925271,46925751,46927474,46929269,46929977,46931024,46932101,	46876090,46888700,46893895,46895449,46896394,46897401,46897879,46898267,46899878,46900070,46900434,46900772,46901939,46902735,46906906,46907423,46908358,46909435,46910260,46910785,46911228,46912478,46912627,46913139,46913489,46914485,46914829,46915346,46916482,46917006,46917575,46923968,46924470,46925192,46925345,46925880,46927507,46929515,46930175,46931140,46933634,	COL18A1
ENST00000359759	chr21	+	46875423	46933633	46875444	46932312	41	46875423,46888155,46893808,46895389,46896264,46897324,46897663,46898240,46899815,46899983,46900380,46900613,46901876,46902708,46906774,46907360,46908331,46909399,46910188,46910749,46911138,46912448,46912600,46913076,46913414,46914458,46914775,46915271,46916413,46916963,46917512,46923924,46924329,46925047,46925271,46925751,46927474,46929269,46929977,46931024,46932101,	46876795,46888700,46893895,46895449,46896394,46897401,46897879,46898267,46899878,46900070,46900434,46900772,46901939,46902735,46906906,46907423,46908358,46909435,46910260,46910785,46911228,46912478,46912627,46913139,46913489,46914485,46914829,46915346,46916482,46917006,46917575,46923968,46924470,46925192,46925345,46925880,46927507,46929515,46930175,46931140,46933633,	COL18A1
ENST00000342220	chr21	+	46910188	46933634	46910188	46932312	23	46910188,46910749,46911138,46912448,46912600,46913076,46913414,46914458,46914775,46915271,46916413,46916963,46917512,46923924,46924329,46925047,46925271,46925748,46927474,46929269,46929977,46931024,46932101,	46910260,46910785,46911228,46912478,46912627,46913139,46913489,46914485,46914829,46915346,46916482,46917006,46917575,46923968,46924470,46925192,46925345,46925880,46927507,46929515,46930175,46931140,46933634,	COL18A1
ENST00000417954	chr21	-	46913485	46951455	46916248	46951455	5	46913485,46918259,46945730,46950683,46951302,	46916293,46918526,46945872,46950885,46951455,	SLC19A1
ENST00000567670	chr21	-	46918114	46964325	46918181	46957873	6	46918114,46945730,46950683,46951302,46957684,46964050,	46918526,46945872,46950885,46952062,46957922,46964325,	SLC19A1
ENST00000461785	chr21	-	46922426	46924035	46924035	46924035	2	46922426,46923846,	46922883,46924035,	SLC19A1
ENST00000400310	chr21	+	47268076	47362368	47269999	47361620	14	47268076,47269874,47316121,47319512,47320504,47320910,47329268,47330815,47333864,47337501,47349830,47355166,47359943,47361583,	47268315,47270009,47316276,47319536,47320537,47321027,47329400,47330944,47333939,47337543,47349909,47355219,47360113,47362368,	PCBP3
ENST00000449640	chr21	+	47269874	47362367	47269999	47361620	14	47269874,47316121,47319512,47320504,47320910,47329268,47330815,47333864,47337501,47349830,47350699,47355166,47359943,47361583,	47270009,47316276,47319536,47320537,47321027,47329400,47330944,47333939,47337543,47349909,47350759,47355219,47360113,47362367,	PCBP3
ENST00000400308	chr21	+	47269874	47362368	47269999	47361620	13	47269874,47316121,47319512,47320504,47320910,47329268,47330815,47337501,47349833,47350699,47355166,47359943,47361583,	47270009,47316276,47319536,47320537,47321027,47329400,47330944,47337543,47349909,47350759,47355219,47360113,47362368,	PCBP3
ENST00000400309	chr21	+	47269874	47362368	47269999	47361620	14	47269874,47316121,47319512,47320504,47320910,47329268,47330815,47333864,47337501,47349833,47350699,47355166,47359943,47361583,	47270009,47316276,47319536,47320537,47321027,47329400,47330944,47333939,47337543,47349909,47350759,47355219,47360113,47362368,	PCBP3
ENST00000498121	chr21	+	47278850	47321504	47321504	47321504	6	47278850,47289121,47316121,47319512,47320504,47320910,	47278917,47289238,47316276,47319536,47320537,47321504,	PCBP3
ENST00000400305	chr21	+	47316183	47362368	47316183	47361620	12	47316183,47319512,47320504,47320910,47329268,47330815,47337501,47349830,47350699,47355166,47359943,47361583,	47316276,47319536,47320537,47321027,47329400,47330944,47337543,47349909,47350759,47355219,47360113,47362368,	PCBP3
ENST00000400304	chr21	+	47316207	47361620	47316207	47361620	13	47316207,47319512,47320504,47320910,47329268,47330815,47333864,47337501,47349833,47350699,47355166,47359943,47361583,	47316276,47319536,47320537,47321027,47329400,47330944,47334008,47337543,47349909,47350759,47355219,47360113,47361620,	PCBP3
ENST00000397701	chr21	+	47706250	47717665	47706827	47717548	5	47706250,47706783,47711247,47716075,47717452,	47706329,47707037,47711376,47716144,47717665,	YBEY
ENST00000468924	chr21	+	47706268	47711844	47711844	47711844	3	47706268,47706783,47711247,	47706329,47707037,47711844,	YBEY
ENST00000397692	chr21	+	47706297	47717665	47706827	47717548	4	47706297,47706783,47716075,47717452,	47706329,47706902,47716144,47717665,	YBEY
ENST00000339195	chr21	+	47706297	47717665	47706827	47717548	4	47706297,47706783,47716075,47717452,	47706651,47707037,47716144,47717665,	YBEY
ENST00000329319	chr21	+	47706297	47717665	47706827	47717548	5	47706297,47706783,47711247,47716075,47717452,	47706651,47707037,47711376,47716144,47717665,	YBEY
ENST00000397694	chr21	+	47706297	47717637	47706827	47717548	5	47706297,47706783,47711247,47716075,47717452,	47706329,47706902,47711376,47716144,47717637,	YBEY
ENST00000492864	chr21	+	47706367	47712111	47712111	47712111	3	47706367,47706783,47711247,	47706651,47707037,47712111,	YBEY
ENST00000397691	chr21	+	47706558	47717665	47706827	47717548	5	47706558,47706783,47711247,47716075,47717452,	47706657,47707037,47711376,47716144,47717665,	YBEY
ENST00000359568	chr21	+	47744035	47865682	47744142	47865240	47	47744035,47746290,47754310,47766041,47766656,47767370,47768925,47769597,47771342,47773017,47773900,47775366,47776888,47783394,47786498,47801608,47805746,47808656,47809113,47810584,47811078,47817178,47817927,47818148,47819503,47821464,47822244,47831102,47832750,47835982,47838117,47841883,47845744,47847535,47848308,47849923,47850420,47851442,47855816,47856891,47858076,47859995,47860767,47862409,47863722,47864606,47865196,	47744196,47746503,47754682,47766122,47766912,47767426,47769100,47769734,47771454,47773240,47773982,47775541,47777106,47783849,47787054,47801755,47805898,47808799,47809346,47810747,47811291,47817408,47818044,47818169,47819710,47821635,47822397,47831981,47832906,47836753,47838220,47842038,47845885,47847709,47848504,47850146,47850571,47852129,47856061,47856994,47858250,47860115,47860997,47862486,47863861,47864734,47865682,	PCNT
ENST00000480896	chr21	+	47744801	47865682	47865682	47865682	47	47744801,47746290,47754310,47766041,47766656,47767370,47768925,47769597,47771342,47773017,47773900,47775366,47776888,47783394,47786498,47801608,47805746,47808656,47809113,47810584,47811078,47817178,47817927,47818148,47819503,47821464,47822244,47831102,47832750,47835982,47838117,47841883,47845744,47847535,47848308,47849923,47850420,47851442,47855816,47856891,47858076,47859995,47860767,47862409,47863722,47864606,47865196,	47745124,47746503,47754682,47766122,47766912,47767426,47769100,47769734,47771454,47773240,47773982,47775541,47777106,47783849,47787054,47801755,47805898,47808799,47809346,47810747,47811291,47817408,47818044,47818169,47819710,47821635,47822397,47831981,47832906,47836753,47838220,47842038,47845885,47847709,47848504,47850146,47850571,47851892,47856061,47856994,47858250,47860115,47860997,47862486,47863861,47864734,47865682,	PCNT
ENST00000400274	chr21	+	47878811	47989621	47879044	47987535	38	47878811,47904669,47910512,47916900,47918494,47924273,47929169,47931341,47949004,47952039,47953436,47953916,47954497,47957136,47957358,47958395,47959789,47961668,47965049,47965793,47966827,47969683,47970455,47971546,47971736,47974081,47974487,47974734,47975894,47976851,47977497,47978135,47980634,47981660,47983770,47985625,47986472,47987282,	47879135,47904741,47910632,47917020,47918746,47924402,47929289,47931527,47949096,47952150,47953560,47954026,47954600,47957201,47957452,47958515,47959904,47961808,47965186,47965874,47966955,47969798,47970657,47971656,47971817,47974205,47974609,47974846,47976004,47976982,47977666,47978306,47980696,47981718,47983845,47985800,47986596,47989621,	DIP2A
ENST00000427143	chr21	+	47878854	47976432	47879044	47976342	28	47878854,47916900,47918494,47924273,47929169,47931329,47949004,47952039,47953436,47953916,47954497,47957136,47957358,47958395,47959789,47961668,47965049,47965793,47966827,47969683,47970455,47971546,47971736,47974081,47974487,47974734,47975894,47976315,	47879135,47917020,47918746,47924402,47929289,47931527,47949096,47952150,47953560,47954026,47954600,47957201,47957452,47958515,47959904,47961808,47965186,47965874,47966955,47969798,47970657,47971656,47971817,47974205,47974609,47974846,47976004,47976432,	DIP2A
